Keywords	Num genes
childhood onset epileptic encephalopathy	0
childhood onset glut1 deficiency syndrome 2	0
childhood optic nerve glioma	0
childhood optic tract astrocytoma	0
childhood ovarian embryonal carcinoma	0
childhood ovarian endodermal sinus tumor	0
childhood parosteal osteogenic sarcoma	0
childhood pleomorphic rhabdomyosarcoma	0
childhood precursor t-lymphoblastic lymphoma/leukemia	0
childhood spinal cord tumor	0
childhood teratocarcinoma of the testis	0
childhood teratoma of the ovary	0
childhood type dermatomyositis	0
childhood vagina botryoid rhabdomyosarcoma	0
chlamydia	1
chlamydia pneumonia	0
chloramine t respiratory allergy	0
chlorhexidine allergy	0
choanal atresia	4
cholangiolocellular carcinoma	0
cholecystolithiasis	0
choledochal cyst	0
choledocholithiasis	0
cholelithiasis	5
cholera	17
cholesteatoma of attic	0
cholesteatoma of external ear	0
cholesterol ester storage disease	0
choline deficiency disease	0
cholinergic urticaria	0
chondroblastic osteosarcoma	0
chondroblastoma	0
chondrocalcinosis	1
chondrodysplasia blomstrand type	1
chondrodysplasia-pseudohermaphroditism syndrome	0
chondroid chordoma	0
chondroid lipoma	0
chondroid syringoma of the vulva	0
chondromalacia patellae	0
chordoid meningioma	0
chorea gravidarum	0
choreaacanthocytosis	0
chorioamnionitis	0
chorioangioma	0
choroid epithelioid cell melanoma	0
choroid mixed cell melanoma	0
choroid necrotic melanoma	0
choroid plexus carcinoma	2
choroid plexus meningioma	0
choroid plexus papilloma	1
choroid spindle cell melanoma	0
choroideremia	2
choroiditis	0
christianson syndrome	0
chromium allergic contact dermatitis	0
chromoblastomycosis	0
chromophobe adenoma	0
chromosome 10q23 deletion syndrome	2
chromosome 13q14 deletion syndrome	0
chromosome 14q11-q22 deletion syndrome	0
chromosome 15q11.2 deletion syndrome	0
chromosome 15q13.3 microdeletion syndrome	0
chromosome 15q24 deletion syndrome	0
chromosome 15q25 deletion syndrome	0
chromosome 15q26-qter deletion syndrome	0
chromosome 16p11.2 deletion syndrome, 220kb	0
chromosome 16p11.2 duplication syndrome	0
chromosome 16p12.1 deletion syndrome, 520kb	0
chromosome 16p12.2-p11.2 deletion syndrome	0
chromosome 16p13.3 duplication syndrome	0
chromosome 16q22 deletion syndrome	0
chromosome 17p13.1 deletion syndrome	0
chromosome 17p13.3 duplication syndrome	0
chromosome 17q11.2 deletion syndrome, 1.4mb	0
chromosome 17q12 deletion syndrome	0
chromosome 17q12 duplication syndrome	0
chromosome 17q21.31 duplication syndrome	0
chromosome 17q23.1-q23.2 deletion syndrome	0
chromosome 18p deletion syndrome	0
chromosome 18q deletion syndrome	0
chromosome 19p13.13 deletion syndrome	0
chromosome 19q13.11 deletion syndrome	0
chromosome 1p32-p31 deletion syndrome	0
chromosome 1p36 deletion syndrome	0
chromosome 1q21.1 deletion syndrome	0
chromosome 1q21.1 duplication syndrome	0
chromosome 1q41-q42 deletion syndrome	0
chromosome 22q11.2 deletion syndrome, distal	0
chromosome 22q11.2 microduplication syndrome	0
chromosome 22q13 duplication syndrome	0
chromosome 2p12-p11.2 deletion syndrome	0
chromosome 2p16.1-p15 deletion syndrome	0
chromosome 2q31.1 duplication syndrome	0
chromosome 2q31.2 deletion syndrome	0
chromosome 2q32-q33 deletion syndrome	0
chromosome 3q13.31 deletion syndrome	0
chromosome 3q29 microdeletion syndrome	0
chromosome 3q29 microduplication syndrome	0
chromosome 4q21 deletion syndrome	0
chromosome 5p13 duplication syndrome	0
chromosome 5q deletion syndrome	0
chromosome 5q12 deletion syndrome	0
chromosome 6pter-p24 deletion syndrome	0
chromosome 6q11-q14 deletion syndrome	0
chromosome 6q24-q25 deletion syndrome	0
chromosome 8q21.11 deletion syndrome	0
chromosome 9p deletion syndrome	0
chromosome xp11.23-p11.22 duplication syndrome	0
chromosome xp21 deletion syndrome	0
chronic apical periodontitis	0
chronic atrial and intestinal dysrhythmia	0
chronic atticoantral disease	0
chronic canaliculitis	0
chronic cholangitis	0
chronic closed-angle glaucoma	0
chronic congestive splenomegaly	0
chronic dacryoadenitis	0
chronic dacryocystitis	0
chronic duodenal ileus	0
chronic endophthalmitis	0
chronic eosinophilic pneumonia	0
chronic erythremia	0
chronic ethmoiditis	0
chronic eustachian salpingitis	0
chronic fatigue syndrome	0
chronic follicular conjunctivitis	0
chronic frontal sinusitis	0
chronic fungal otitis externa	0
chronic gonococcal salpingitis	0
chronic gonorrhea of cervix	0
chronic granulomatous disease	6
chronic inflammatory demyelinating polyneuritis	0
chronic inflammatory demyelinating polyradiculoneuropathy	0
chronic interstitial cystitis	0
chronic intestinal vascular insufficiency	0
chronic lacrimal gland enlargement	0
chronic laryngitis	0
chronic maxillary sinusitis	0
chronic metabolic polyneuropathy	0
chronic monocytic leukemia	0
chronic mucocutaneous candidiasis	2
chronic myelomonocytic leukemia	8
chronic neutrophilic leukemia	2
chronic nk-cell lymphocytosis	0
chronic perichondritis of pinna	0
chronic rapidly progressive glomerulonephritis	0
chronic recurrent multifocal osteomyelitis	1
chronic rheumatic pericarditis	0
chronic rhinitis	0
chronic salpingo-oophoritis	0
chronic sphenoidal sinusitis	0
chronic subinvolution of uterus	0
chronic tic disorder	0
chronic toxic polyneuropathy	0
chronic tubotympanic suppurative otitis media	0
chronic tympanitis	0
chronic venous insufficiency	0
chronic wasting disease	1
churg-strauss syndrome	0
chuvash polycythemia	0
chylocele of tunica vaginalis	0
chylomicron retention disease	1
cicatricial ectropion	0
cicatricial entropion	0
cicatricial lagophthalmos	0
cicatricial pemphigoid	0
ciliary body epithelioid cell melanoma	0
ciliary body mixed cell melanoma	0
ciliary body spindle cell melanoma	0
cinca syndrome	1
citrullinemia	3
classic congenital mesoblastic nephroma	0
classic pulmonary blastoma	0
classic type lipoma	0
classic variant of chromophobe renal cell carcinoma	0
clear cell acanthoma	0
clear cell adenofibroma	0
clear cell adenoma	0
clear cell basal cell carcinoma	0
clear cell chondrosarcoma	0
clear cell cystadenofibroma	0
clear cell ependymoma	0
clear cell hidradenoma	0
clear cell renal cell carcinoma	1
clear cell sarcoma	1
clear cell squamous cell skin carcinoma	0
clear cell variant infiltrating bladder urothelial carcinoma	0
cleft lip	20
cleft lip-palate-ectodermal dysplasia syndrome	1
cleft palate-lateral synechia syndrome	0
cleft soft palate	0
cleidocranial dysplasia	2
clitoris cancer	0
clivus chondroid chordoma	0
cloacal exstrophy	0
cloacogenic carcinoma	0
clonorchiasis	0
clostridium difficile colitis	0
clubfoot	6
co-trimoxazole allergy	0
coagulation protein disease	0
coats disease	0
cobalt allergic asthma	0
cobalt allergic contact dermatitis	0
cobblestone retinal degeneration	0
cocaine abuse	0
cocaine dependence	0
coccidioidomycosis	0
cochlear disease	0
cockayne syndrome	5
cocoon syndrome	1
coenurosis	0
coffin-lowry syndrome	1
coffin-siris syndrome	1
coffin-siris syndrome 1	0
coffin-siris syndrome 2	0
coffin-siris syndrome 3	0
coffin-siris syndrome 6	0
cogan syndrome	0
cogan-reese syndrome	0
col4a1-related familial vascular leukoencephalopathy	0
cold-induced sweating syndrome	3
cole-carpenter syndrome	0
collagenous colitis	0
collecting duct carcinoma	6
colloid adenoma	0
colloid carcinoma of the pancreas	0
coloboma	23
coloboma of optic nerve	1
colon adenoma	0
colon carcinoma in situ	0
colon kaposi sarcoma	0
colon leiomyoma	0
colon leiomyosarcoma	0
colon lymphoma	0
colon mucinous adenocarcinoma	0
colon neuroendocrine neoplasm	0
colon signet ring adenocarcinoma	0
colon small cell carcinoma	0
colon squamous cell carcinoma	0
colonic l-cell glucagon-like peptide producing tumor	0
colonic lymphangioma	0
colonic pseudo-obstruction	0
color agnosia	0
colorado tick fever	0
colorectal adenocarcinoma	0
colorectal adenoma	0
columnar cell variant papillary carcinoma	0
combat disorder	0
combined oxidative phosphorylation deficiency	15
combined thymoma	0
comedo carcinoma	0
common bile duct neoplasm	0
common cold	0
common peroneal nerve lesion	0
common variable immunodeficiency	3
common wart	0
compensatory emphysema	0
complement component 2 deficiency	1
complement component 3 deficiency	1
complement component 4a deficiency	3
complement component 4b deficiency	1
complement component 5 deficiency	1
complement component 6 deficiency	1
complement component 7 deficiency	1
complement component 9 deficiency	1
complement factor i deficiency	1
complex cortical dysplasia with other brain malformations	0
complex cortical dysplasia with other brain malformations 1	0
complex cortical dysplasia with other brain malformations 2	0
complex cortical dysplasia with other brain malformations 3	0
complex cortical dysplasia with other brain malformations 4	0
complex cortical dysplasia with other brain malformations 5	0
complex cortical dysplasia with other brain malformations 6	0
complex cortical dysplasia with other brain malformations 7	0
complex partial epilepsy	0
composite lymphoma	0
compton-north congenital myopathy	1
conduct disorder	0
cone dystrophy	10
cone-rod dystrophy	22
cone-rod dystrophy 1	0
cone-rod dystrophy 10	1
cone-rod dystrophy 11	0
cone-rod dystrophy 12	1
cone-rod dystrophy 13	1
cone-rod dystrophy 14	1
cone-rod dystrophy 15	1
cone-rod dystrophy 16	1
cone-rod dystrophy 17	0
cone-rod dystrophy 18	0
cone-rod dystrophy 19	0
cone-rod dystrophy 2	0
cone-rod dystrophy 20	0
cone-rod dystrophy 3	2
cone-rod dystrophy 5	1
cone-rod dystrophy 6	1
cone-rod dystrophy 7	1
cone-rod dystrophy 8	0
cone-rod dystrophy 9	1
congenital adrenal hyperplasia	6
congenital adrenal insufficiency	1
congenital afibrinogenemia	3
congenital amegakaryocytic thrombocytopenia	1
congenital aphakia	0
congenital bile acid synthesis defect 1	0
congenital bile acid synthesis defect 2	0
congenital bile acid synthesis defect 3	0
congenital bile acid synthesis defect 4	0
congenital bile acid synthesis defect 5	0
congenital bile acid synthesis defect 6	0
congenital central hypoventilation syndrome	6
congenital chylothorax	0
congenital diaphragmatic hernia	3
congenital diarrhea	1
congenital diarrhea 5 with tufting enteropathy	0
congenital diarrhea 6	0
congenital diarrhea 7 with exudative enteropathy	0
congenital disorder of glycosylation type i	0
congenital disorder of glycosylation type iia	1
congenital disorder of glycosylation type iib	1
congenital disorder of glycosylation type iic	1
congenital disorder of glycosylation type iid	1
congenital disorder of glycosylation type iie	1
congenital disorder of glycosylation type iif	1
congenital disorder of glycosylation type iig	1
congenital disorder of glycosylation type iih	1
congenital disorder of glycosylation type iii	1
congenital disorder of glycosylation type iij	1
congenital disorder of glycosylation type iik	1
congenital disorder of glycosylation type iil	1
congenital disorder of glycosylation type iim	0
congenital disorder of glycosylation type iin	0
congenital disorder of glycosylation type iio	0
congenital disorder of glycosylation type iip	0
congenital disorder of glycosylation type iiq	0
congenital dyserythropoietic anemia	6
congenital epulis	0
congenital fiber-type disproportion	2
congenital fibrosarcoma	0
congenital fibrosis of the extraocular muscles	0
congenital generalized lipodystrophy type 1	1
congenital generalized lipodystrophy type 2	1
congenital generalized lipodystrophy type 3	1
congenital generalized lipodystrophy type 4	1
congenital granular cell tumor	0
congenital heart block	0
congenital hereditary endothelial dystrophy of cornea	1
congenital hypogammaglobulinemia	0
congenital hypothyroidism	12
congenital hypotrichosis with juvenile macular dystrophy	0
congenital ichthyosiform erythroderma	9
congenital intrinsic factor deficiency	0
congenital malabsorptive diarrhea 4	0
congenital merosin-deficient muscular dystrophy 1a	0
congenital mirror movement disorder	0
congenital muscular dystrophy 1b	0
congenital muscular dystrophy due to integrin alpha-7 deficiency	0
congenital muscular dystrophy due to lmna mutation	0
congenital muscular dystrophy merosin-positive	0
congenital muscular dystrophy with cataracts and intellectual disability	0
congenital myasthenic syndrome	15
congenital myasthenic syndrome 10	0
congenital myasthenic syndrome 11	0
congenital myasthenic syndrome 12	0
congenital myasthenic syndrome 13	0
congenital myasthenic syndrome 14	0
congenital myasthenic syndrome 15	0
congenital myasthenic syndrome 16	0
congenital myasthenic syndrome 17	0
congenital myasthenic syndrome 18	0
congenital myasthenic syndrome 19	0
congenital myasthenic syndrome 1a	0
congenital myasthenic syndrome 1b	0
congenital myasthenic syndrome 20	0
congenital myasthenic syndrome 21	0
congenital myasthenic syndrome 2a	0
congenital myasthenic syndrome 2c	0
congenital myasthenic syndrome 3a	0
congenital myasthenic syndrome 3b	0
congenital myasthenic syndrome 3c	0
congenital myasthenic syndrome 4a	0
congenital myasthenic syndrome 4b	0
congenital myasthenic syndrome 4c	0
congenital myasthenic syndrome 5	0
congenital myasthenic syndrome 6	0
congenital myasthenic syndrome 7	0
congenital myasthenic syndrome 8	0
congenital myasthenic syndrome 9	0
congenital nongoitrous hypothyroidism 1	0
congenital nongoitrous hypothyroidism 2	0
congenital nongoitrous hypothyroidism 3	0
congenital nongoitrous hypothyroidism 4	0
congenital nongoitrous hypothyroidism 5	0
congenital nongoitrous hypothyroidism 6	0
congenital nonspherocytic hemolytic anemia	0
congenital nystagmus	0
congenital ptosis	2
congenital secretory chloride diarrhea 1	0
congenital secretory sodium diarrhea 3	0
congenital secretory sodium diarrhea 8	0
congenital stationary night blindness	12
congenital stationary night blindness 1a	0
congenital stationary night blindness 1b	0
congenital stationary night blindness 1c	0
congenital stationary night blindness 1d	0
congenital stationary night blindness 1e	0
congenital stationary night blindness 1f	0
congenital stationary night blindness 1g	0
congenital stationary night blindness 1h	0
congenital stationary night blindness 2a	0
congenital stationary night blindness autosomal dominant 1	0
congenital stationary night blindness autosomal dominant 2	0
congenital stationary night blindness autosomal dominant 3	0
congenital stromal corneal dystrophy	1
congenital toxoplasmosis	0
conidiobolomycosis	0
conjugate gaze palsy	0
conjunctival concretion	0
conjunctival folliculosis	0
conjunctival intraepithelial neoplasm	0
conjunctival nevus	0
conjunctival pigmentation	0
conjunctival squamous cell carcinoma	0
conjunctival vascular disease	0
conjunctivochalasis	0
conn\'s syndrome	0
constant exophthalmos	0
constrictive pericarditis	0
contact blepharoconjunctivitis	0
contact lens corneal edema	0
contagious pustular dermatitis	0
conus medullaris neoplasm	0
conventional angiosarcoma	0
conventional fibrosarcoma	0
conventional leiomyosarcoma	0
conventional malignant hemangiopericytoma	0
conversion disorder	0
cork-handlers\' disease	0
cornea plana	1
cornea squamous cell carcinoma	0
corneal abscess	0
corneal argyrosis	0
corneal ectasia	0
corneal granular dystrophy	0
corneal intraepithelial neoplasm	0
corneal opacification and other ocular anomalies	0
corneal staphyloma	0
cornelia de lange syndrome	7
coronary aneurysm	0
coronary restenosis	0
coronary thrombosis	0
coronin-1a deficiency	0
corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome	0
corpus callosum lipoma	0
corpus callosum oligodendroglioma	0
corpus luteum cyst	0
cortical blindness	7
cortical deafness	0
cortical dysplasia-focal epilepsy syndrome	1
cortical senile cataract	0
cortical thymoma	0
corticosteroid allergy	0
corticosteroid-binding globulin deficiency	1
cortisone reductase deficiency	3
cortisone reductase deficiency 1	2
cortisone reductase deficiency 2	1
costello syndrome	1
cough variant asthma	0
cow milk allergy	0
cowden disease	2
cowper gland carcinoma	0
cowpox	1
crab allergy	0
cranial pseudosarcomatous fasciitis	0
craniodiaphyseal dysplasia	1
craniofrontonasal syndrome	1
craniolenticulosutural dysplasia	1
craniometaphyseal dysplasia	1
crater-like holes of optic disc	0
creatine transporter deficiency	0
crescentic glomerulonephritis	0
crest syndrome	0
creutzfeldt-jakob disease	3
cri-du-chat syndrome	1
cribriform carcinoma	0
cribriform variant testicular seminoma	0
crigler-najjar syndrome	2
crimean-congo hemorrhagic fever	0
critical illness polyneuropathy	0
crohn\'s colitis	0
cronkhite-canada syndrome	0
croup	0
crouzon syndrome	4
crouzon syndrome-acanthosis nigricans syndrome	0
cryoglobulinemia	0
cryptococcal meningitis	0
cryptococcosis	0
cryptogenic organizing pneumonia	0
cryptorchidism	4
cryptosporidiosis	0
cst3-related cerebral amyloid angiopathy	0
cutaneous adenocystic carcinoma	0
cutaneous anthrax	0
cutaneous candidiasis	0
cutaneous diphtheria	0
cutaneous fibrous histiocytoma	0
cutaneous ganglioneuroma	0
cutaneous leiomyosarcoma	0
cutaneous leishmaniasis	0
cutaneous liposarcoma	0
cutaneous mucoepidermoid carcinoma	0
cutaneous paget\'s disease	0
cutaneous porphyria	1
cutaneous solitary mastocytoma	0
cutis laxa	11
cyclic hematopoiesis	0
cyclophosphamide allergy	0
cycloplegia	0
cyclosporiasis	0
cyclothymic disorder	0
cyclotropia	0
cylindrical spirals myopathy	0
cystadenoma	0
cystathioninuria	1
cystic basal cell carcinoma	0
cystic echinococcosis	0
cystic fibrosis	12
cystic lymphangioma	0
cystic nephroma	0
cysticercosis	0
cystinosis	1
cystinuria	3
cystitis cystica	0
cystoid macular edema	0
cystoid macular retinal degeneration	0
cystoisosporiasis	0
cytochrome-c oxidase deficiency disease	0
cytomegalovirus retinitis	0
d-2-hydroxyglutaric aciduria	2
d-bifunctional protein deficiency	1
d-mannitol allergy	0
dacryocystocele	0
dandy-walker syndrome	0
danon disease	1
dartoic leiomyoma	0
de quervain disease	0
deafness-dystonia-optic neuronopathy syndrome	0
deafness-intellectual disability, martin-probst type syndrome	0
decubitus ulcer	0
deep corneal vascularisation	0
deep leiomyoma	0
degenerative disc disease	0
degenerative myopia	0
dehydration polycythemia	0
delayed sleep phase syndrome	1
delta chain disease	0
dengue hemorrhagic fever	0
dengue shock syndrome	0
dent disease	2
dental abscess	0
dental fluorosis	0
dental pulp calcification	0
dental pulp necrosis	0
dentatorubral-pallidoluysian atrophy	1
dentin caries	0
dentin dysplasia	3
dentin sensitivity	0
dentine erosion	0
dentinogenesis imperfecta	6
denture stomatitis	0
denys-drash syndrome	1
dependent personality disorder	0
depersonalization disorder	0
dermal unilateral segmental cavernous angioma	0
dermatofibrosarcoma protuberans	2
dermatographia	0
dermatosis papulosa nigra	0
dermoid cyst of ovary	0
dermoid cyst of skin	0
desbuquois dysplasia	1
desquamative interstitial pneumonia	0
detrusor sphincter dyssynergia	0
developmental coordination disorder	0
dextro-looped transposition of the great arteries	0
dextro-looped transposition of the great arteries 1	0
dextro-looped transposition of the great arteries 3	0
dextrocardia	6
diabetes insipidus	5
diabetic angiopathy	0
diabetic autonomic neuropathy	0
diabetic cataract	0
diabetic encephalopathy	0
diabetic ketoacidosis	0
diabetic macular edema	0
diabetic peripheral angiopathy	0
diabetic polyneuropathy	0
diamond-blackfan anemia	11
diaphragma sellae meningioma	0
diaphragmatic eventration	0
diastolic heart failure	0
diastrophic dysplasia	1
dic in newborn	0
dicarboxylic aminoaciduria	0
diclofenac allergy	0
dicrocoeliasis	0
diencephalic astrocytomas	0
dientamoebiasis	0
dieulafoy lesion	0
differentiating neuroblastoma	0
diffuse alopecia areata	0
diffuse cutaneous mastocytosis	0
diffuse idiopathic skeletal hyperostosis	0
diffuse infiltrative lymphocytosis syndrome	0
diffuse interstitial keratitis	0
diffuse intraductal papillomatosis	0
diffuse lipomatosis	0
diffuse meningeal melanocytosis	0
diffuse peritoneal leiomyomatosis	0
diffuse pulmonary fibrosis	0
diffuse scleroderma	0
diffuse secondary choroid atrophy	0
digeorge syndrome	8
dihydropyrimidine dehydrogenase deficiency	1
dilated cardiomyopathy 1a	0
dilated cardiomyopathy 1aa	0
dilated cardiomyopathy 1b	0
dilated cardiomyopathy 1bb	0
dilated cardiomyopathy 1c	0
dilated cardiomyopathy 1cc	0
dilated cardiomyopathy 1d	0
dilated cardiomyopathy 1dd	0
dilated cardiomyopathy 1e	0
dilated cardiomyopathy 1ee	0
dilated cardiomyopathy 1ff	0
dilated cardiomyopathy 1g	0
dilated cardiomyopathy 1gg	0
dilated cardiomyopathy 1h	0
dilated cardiomyopathy 1hh	0
dilated cardiomyopathy 1i	0
dilated cardiomyopathy 1ii	0
dilated cardiomyopathy 1j	0
dilated cardiomyopathy 1jj	0
dilated cardiomyopathy 1k	0
dilated cardiomyopathy 1kk	0
dilated cardiomyopathy 1l	0
dilated cardiomyopathy 1m	0
dilated cardiomyopathy 1nn	0
dilated cardiomyopathy 1o	0
dilated cardiomyopathy 1p	0
dilated cardiomyopathy 1q	0
dilated cardiomyopathy 1r	0
dilated cardiomyopathy 1s	0
dilated cardiomyopathy 1t	0
dilated cardiomyopathy 1u	0
dilated cardiomyopathy 1v	0
dilated cardiomyopathy 1w	0
dilated cardiomyopathy 1x	0
dilated cardiomyopathy 1y	0
dilated cardiomyopathy 1z	0
dilated cardiomyopathy 2a	0
dilated cardiomyopathy 2b	0
dilated cardiomyopathy with woolly hair and keratoderma	1
dioctophymiasis	0
dipetalonemiasis	0
diphenylmethane-4,4\'-diisocyanate allergic asthma	0
diphenylmethane-4,4\'-diisocyanate allergic contact dermatitis	0
diphtheria	20
diphtheritic cystitis	0
diphtheritic peritonitis	0
diphyllobothriasis	0
diplegia of upper limb	0
dirofilariasis	0
discharging ear	0
discitis	0
discoid lupus erythematosus of eyelid	0
discrete subaortic stenosis	0
dislocation of ear ossicle	0
disodium cromoglycate allergy	0
displacement of cardia through esophageal hiatus	0
disseminated chorioretinitis	0
disseminated eosinophilic collagen disease	0
dissociated nystagmus	0
dissociative amnesia	0
distal 10q deletion syndrome	0
distal arthrogryposis	7
distal biliary tract carcinoma	0
distal myopathy 1	0
disuse amblyopia	0
diversion colitis	0
diverticulitis of colon	0
dna ligase iv deficiency	0
dominant pericentral pigmentary retinopathy	0
donnai-barrow syndrome	1
donohue syndrome	1
dopamine beta-hydroxylase deficiency	1
double outlet right ventricle	7
double pterygium	0
dowling-degos disease	1
down syndrome	15
doyne honeycomb retinal dystrophy	1
dracunculiasis	0
dravet syndrome	3
dressler\'s syndrome	0
drug psychosis	0
drug-induced hearing loss	0
drug-induced hepatitis	0
drug-induced lupus erythematosus	0
duane retraction syndrome	3
duane-radial ray syndrome	1
dubin-johnson syndrome	1
dubowitz syndrome	0
duchenne muscular dystrophy	1
ductal carcinoma in situ	0
dumping syndrome	0
duodenal atresia	0
duodenal gastrinoma	0
duodenal somatostatinoma	0
duodenal ulcer	0
duodenitis	0
duodenogastric reflux	0
duodenum adenocarcinoma	0
duodenum adenoma	0
dysbaric osteonecrosis	0
dyscalculia	0
dyschromatosis symmetrica hereditaria	1
dyschromatosis universalis hereditaria	0
dysembryoplastic neuroepithelial tumor	0
dysgerminoma of ovary	0
dysgraphia	0
dyshormonogenic goiter	0
dyskeratosis congenita	7
dyskinesia of esophagus	0
dyskinetic cerebral palsy	0
dyslexia	5
dyspepsia	0
dysplastic nevus syndrome	0
dysthymic disorder	0
dystonia 12	1
dystonia 16	2
dystonia 21	0
dystonia 23	0
dystonia 24	1
dystonia 25	1
dystonia 27	0
dystonia 5	0
dystonia 9	1
dystransthyretinemic hyperthyroxinemia	1
dystrophies primarily involving the retinal pigment epithelium	0
early congenital syphilis	0
early infantile epileptic encephalopathy	2
early infantile epileptic encephalopathy 8	0
early infantile epileptic encephalopathy 9	0
early invasive cervical adenocarcinoma	0
early myoclonic encephalopathy	1
early onset absence epilepsy	0
early yaws	0
early-onset parkinson\'s disease	0
early-onset parkinson\'s disease 20	0
east syndrome	0
eastern equine encephalitis	0
ebola hemorrhagic fever	0
ebstein anomaly	0
eccrine acrospiroma	0
eccrine papillary adenocarcinoma	0
eccrine papillary adenoma	0
eccrine porocarcinoma	0
echinococcosis	0
echinostomiasis	0
echolalia	0
eclampsia	3
ecthyma	0
ectomesenchymoma	0
ectopic cushing syndrome	0
ectopic pregnancy	0
ectopic thymus	0
ectothrix infectious disease	0
ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1	0
ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3	1
eczema herpeticum	0
eczematous dermatitis of eyelid	0
edwards syndrome	0
ego-dystonic sexual orientation	0
ehlers-danlos syndrome progeroid type	1
ehrlich tumor carcinoma	0
ellis-van creveld syndrome	2
embryoma	0
embryonal extrahepatic bile duct rhabdomyosarcoma	0
emery-dreifuss muscular dystrophy	9
emphysematous cholecystitis	0
empty sella syndrome	0
enamel caries	0
enamel erosion	0
encapsulated thymoma	0
encephalitozoonosis	0
end stage renal failure	10
endemic goiter	0
endemic typhus	0
endobronchial leiomyoma	0
endobronchial lipoma	0
endocardial fibroelastosis	1
endocardium cancer	0
endocervical adenocarcinoma	0
endocervical type cervical adenomyoma	0
endocervical type cervical mucinous adenocarcinoma	0
endocervicitis	0
endocrine-cerebro-osteodysplasia syndrome	0
endodermal sinus pattern testicular yolk sac tumor	0
endometrial adenosquamous carcinoma	0
endometrial clear cell adenocarcinoma	0
endometrial mixed adenocarcinoma	0
endometrial mucinous adenocarcinoma	0
endometrial small cell carcinoma	0
endometrial squamous cell carcinoma	0
endometrial stromal nodule	0
endometrial stromal sarcoma	0
endometrial transitional cell carcinoma	0
endometrial type cervical adenomyoma	0
endometrioid ovary carcinoma	0
endometriosis in scar of skin	0
endometriosis of intestine	0
endometriosis of ovary	0
endometriosis of pelvic peritoneum	0
endometriosis of rectovaginal septum and vagina	0
endometriosis of uterus	0
endometrium carcinoma in situ	0
endomyocardial fibrosis	0
endosalpingiosis	0
endothrix infectious disease	0
enhanced s-cone syndrome	1
enlarged vestibular aqueduct	3
enophthalmos	0
enteric pattern testicular yolk sac tumor	0
enterobiasis	0
enterocele	0
eosinophilia-myalgia syndrome	0
eosinophilic esophagitis	0
eosinophilic gastritis	0
eosinophilic gastroenteritis	0
eosinophilic meningitis	0
eosinophilic variant of chromophobe renal cell carcinoma	0
epicardium cancer	0
epicardium lipoma	0
epicondylitis	0
epidemic pleurodynia	0
epidermal appendage tumor	0
epidermal nevus	1
epidermodysplasia verruciformis	3
epidermolysis bullosa acquisita	1
epidermolysis bullosa simplex	3
epidermolysis bullosa simplex dowling-meara type	2
epidermolysis bullosa simplex ogna type	1
epidermolysis bullosa simplex with muscular dystrophy	1
epidermolytic acanthoma	0
epidermolytic hyperkeratosis	3
epidermolytic palmoplantar keratoderma	3
epididymal neoplasm	0
epididymis adenocarcinoma	0
epididymis adenomatoid tumor	0
epididymis cancer	0
epidural abscess	0
epidural spinal canal angiolipoma	0
epidural spinal canal meningioma	0
epiglottis cancer	0
epiglottis neoplasm	0
epiglottitis	0
epilepsy with generalized tonic-clonic seizures	1
epiphora due to excess lacrimation	0
epiphora due to insufficient drainage	0
episcleritis periodica fugax	0
episodic ataxia type 1	1
episodic ataxia type 2	1
episodic ataxia type 3	0
episodic ataxia type 4	0
episodic ataxia type 5	1
episodic ataxia type 6	1
episodic ataxia type 7	0
episodic ataxia type 8	0
episodic kinesigenic dyskinesia 1	1
episodic kinesigenic dyskinesia 2	0
epithelial basement membrane dystrophy	0
epithelial malignant thymoma	0
epithelial predominant pulmonary blastoma	0
epithelial predominant wilms\' tumor	0
epithelial-myoepithelial carcinoma	0
epithelioid cell melanoma	0
epithelioid cell synovial sarcoma	0
epithelioid leiomyosarcoma	0
epithelioid malignant peripheral nerve sheath tumor	0
epithelioid neurofibroma	0
epithelioid trophoblastic tumor	0
epithelioid type angiomyolipoma	0
epstein-barr virus hepatitis	0
equatorial staphyloma	0
erdheim-chester disease	0
erysipelas	0
erysipeloid	0
erythema elevatum diutinum	0
erythema infectiosum	0
erythema multiforme	0
erythematosquamous dermatosis	0
erythrasma	0
erythrokeratodermia variabilis et progressiva 2	0
erythrokeratodermia variabilis et progressiva 3	0
erythrokeratodermia variabilis et progressiva 4	0
erythrokeratodermia variabilis et progressiva 5	0
erythromelalgia	0
erythropoietic protoporphyria	2
erythropoietin polycythemia	0
esophageal adenoid cystic carcinoma	0
esophageal adenosquamous carcinoma	0
esophageal atresia	1
esophageal atresia/tracheoesophageal fistula	0
esophageal basaloid squamous cell carcinoma	0
esophageal candidiasis	0
esophageal diverticulosis	0
esophageal leukoplakia	0
esophageal lipoma	0
esophageal neuroendocrine tumor	0
esophageal tuberculosis	0
esophageal varix	0
esophagus carcinoma in situ	0
esophagus leiomyoma	0
esophagus leiomyosarcoma	0
esophagus liposarcoma	0
esophagus lymphoma	0
esophagus melanoma	0
esophagus small cell carcinoma	0
esophagus squamous cell papilloma	0
esophagus verrucous carcinoma	0
